credit,default,AGE,MARRIAGE,EDUCATION_graduate school,PAY_2,BILL_AMT5,PAY_AMT6
70000,0,51,2,1,0,39922,5000
260000,0,46,1,0,-2,10420,12151
170000,0,38,2,0,0,29949,5000
50000,0,34,1,0,0,16567,4000
300000,1,34,1,0,0,187562,5500
150000,1,31,2,1,-1,5202,0
50000,1,25,2,0,7,35229,3000
50000,0,26,1,0,-2,4049,2000
90000,0,25,2,1,0,-783,0
50000,1,26,2,0,0,2845,649
500000,0,43,2,0,0,22725,1572
470000,0,36,1,0,0,688,1014
230000,0,58,2,0,0,45643,0
140000,0,26,2,0,0,19458,1000
230000,1,30,1,0,0,6153,2959
420000,0,31,2,0,0,2131,2324
30000,0,24,2,0,0,30531,3000
50000,1,52,2,0,2,21179,900
140000,0,24,2,0,-1,0,0
260000,0,35,1,0,-1,88348,25000
90000,0,29,2,0,2,0,0
240000,0,33,1,0,0,238245,8000
510000,0,35,2,1,0,3488,2115
110000,0,35,1,0,0,38080,5000
210000,0,28,2,1,-1,11737,27760
220000,0,40,1,0,-1,0,1863
200000,0,35,1,1,-2,0,0
360000,0,53,2,0,-1,11114,8736
260000,0,44,2,1,-1,316,316
20000,0,33,1,0,0,10140,458
120000,0,32,1,0,0,114969,4003
50000,0,33,2,1,2,0,0
60000,0,26,2,1,2,46404,0
200000,0,26,2,1,-2,1483,2994
20000,0,26,2,0,-1,-420,0
50000,1,32,1,1,0,4639,2000
50000,0,31,2,0,-2,36059,2420
230000,0,29,2,1,0,41278,3000
50000,0,27,1,0,-1,1313,0
100000,1,28,2,1,2,85325,3280
210000,1,42,1,1,-2,0,0
230000,1,32,1,0,0,75211,2800
500000,0,26,2,1,-2,0,0
370000,0,38,2,1,-1,1815,0
230000,0,35,1,1,-1,16160,6000
80000,0,29,2,0,0,14657,1000
60000,0,29,2,0,0,0,0
30000,0,51,2,0,2,26507,967
70000,0,27,2,1,-1,-527,0
410000,0,32,2,1,-1,-281,0
280000,0,40,1,0,-2,-288,0
50000,0,34,1,1,0,19323,1114
100000,0,30,1,0,0,78168,3200
230000,0,29,2,1,-2,0,0
50000,0,22,2,1,0,0,0
100000,0,48,2,1,2,17932,3000
210000,0,35,1,0,0,30337,2000
400000,0,37,2,1,-1,0,3768
20000,1,25,2,0,3,17363,0
50000,0,44,1,0,-1,10174,1000
230000,0,28,2,1,-1,0,0
220000,0,29,2,0,0,0,0
300000,0,36,1,1,0,0,3000
80000,0,23,2,0,-1,7328,426
20000,1,36,2,0,0,20532,0
190000,0,26,2,1,0,35758,1400
160000,0,37,0,0,0,27268,426
120000,0,44,3,1,0,12329,0
700000,0,39,1,1,0,2016,17785
140000,0,24,2,1,-2,1086,0
300000,0,29,1,0,0,11396,0
120000,1,33,1,0,2,70727,0
280000,0,39,1,0,0,162244,4000
70000,1,51,1,0,2,49185,2100
20000,0,24,2,0,-1,8402,4739
150000,0,45,1,0,-1,2605,10675
60000,0,30,2,1,-1,18480,1000
200000,0,51,0,0,-1,390,390
50000,1,24,2,0,2,26036,3000
150000,0,50,1,0,0,34631,5000
20000,0,22,2,1,0,20196,0
40000,1,27,2,1,0,12660,2078
170000,0,33,2,0,-1,0,0
50000,0,24,1,0,2,29237,1000
10000,0,37,2,0,0,6963,0
200000,0,58,1,0,-1,0,185652
50000,0,48,1,0,-1,9343,503
320000,0,28,2,1,0,3633,3000
20000,0,24,1,0,7,21796,0
470000,1,27,1,0,0,97440,5001
230000,0,30,2,0,-1,13659,0
20000,0,23,2,1,0,0,0
30000,1,53,2,0,-1,2796,7305
80000,0,23,2,0,2,25126,0
110000,0,55,1,0,0,18133,1000
420000,0,34,1,0,0,98502,20000
500000,1,43,1,1,-2,0,0
80000,0,22,2,0,2,26551,2000
350000,0,31,1,0,0,53948,784
30000,0,32,1,0,-2,7463,4985
110000,1,33,2,0,-2,0,102
500000,0,39,1,0,0,369532,12022
490000,0,38,1,1,-1,10722,1139
300000,0,34,1,0,-2,-185,5000
50000,1,42,3,0,0,29530,1132
150000,1,37,1,0,4,143355,4221
80000,0,57,1,0,2,15000,100
40000,0,23,2,0,0,43317,0
30000,0,32,2,0,2,23384,1000
50000,0,37,1,1,0,0,0
140000,0,23,2,0,0,43980,1700
50000,0,49,2,0,0,10066,0
30000,0,25,2,0,-2,16098,0
40000,1,29,2,1,0,33893,0
100000,1,43,1,0,2,54199,4500
130000,0,29,2,0,0,128683,8000
20000,0,27,2,0,0,19712,0
50000,0,26,2,1,-2,0,0
260000,0,41,1,1,-2,47201,10000
30000,1,52,2,0,2,2450,0
10000,0,31,1,0,0,9736,322
200000,0,32,2,1,0,47459,2500
30000,0,46,1,0,0,27268,800
180000,0,35,2,0,0,0,0
100000,0,35,2,1,0,0,47970
140000,0,39,1,0,0,76180,3000
290000,0,34,2,0,0,315820,12031
20000,0,52,3,0,0,17314,641
80000,0,40,1,0,0,40791,1600
500000,0,38,1,0,-2,11435,5391
180000,0,45,1,1,-1,2832,2576
20000,0,40,1,0,-1,390,780
30000,0,25,1,0,0,30456,1000
150000,0,33,2,1,0,64096,6000
280000,0,27,2,0,-1,3158,0
50000,0,43,1,0,0,10566,501
20000,0,43,1,0,0,19293,1000
200000,0,30,2,1,-1,11772,1000
210000,1,49,1,0,-2,0,0
230000,0,38,2,1,0,130883,4900
50000,0,57,2,0,0,29046,1048
50000,1,55,2,0,0,29261,994
70000,0,23,2,0,0,57098,4700
310000,0,30,2,1,-2,892,39544
180000,0,30,1,0,-1,6594,1000
90000,0,24,2,0,0,14669,102
390000,0,28,2,0,0,51097,5042
150000,0,34,1,0,-1,150,0
400000,0,37,2,0,1,18599,2005
80000,0,32,1,0,0,0,0
320000,0,27,2,1,0,100206,3031
240000,1,37,1,0,-1,0,0
200000,0,31,2,1,-2,100,100
110000,1,55,3,1,2,99260,0
170000,1,28,2,1,2,136283,5656
90000,1,51,3,0,0,13904,525
200000,0,36,1,1,-1,1867,0
360000,0,30,2,1,-1,0,0
140000,0,36,1,1,-1,1607,0
220000,0,25,2,0,0,51926,2000
100000,0,50,1,0,0,0,0
80000,0,40,2,0,0,63976,2000
30000,0,27,2,0,-1,29709,1576
50000,1,30,2,1,2,446,0
120000,0,26,2,0,0,674,738
50000,0,27,2,1,0,14415,0
360000,0,27,2,1,-1,54456,40000
90000,0,25,2,1,2,90942,4000
500000,0,32,2,1,0,253443,10000
140000,0,46,1,0,0,75426,5000
30000,0,45,1,0,0,22000,0
70000,0,30,1,0,0,22935,1000
200000,0,39,1,1,-2,0,0
350000,0,48,1,1,0,47939,1500
120000,1,32,2,1,-2,0,0
240000,0,46,2,1,0,356206,12000
90000,0,23,2,1,0,38217,4000
260000,0,33,2,1,-2,1980,0
50000,0,24,2,1,0,31837,1400
110000,0,40,1,1,0,26784,5742
20000,0,24,2,1,-1,398,12111
30000,0,24,2,0,0,24159,0
180000,1,27,2,1,-1,13440,0
20000,0,46,1,0,0,8324,319
50000,0,22,2,0,0,20258,1000
180000,0,36,2,1,-2,9210,6915
200000,0,34,1,1,-2,2945,744
260000,0,24,2,0,0,53835,3000
320000,1,60,1,1,-1,11741,52466
160000,1,29,2,0,2,892,594
30000,1,32,2,0,0,12923,1000
50000,0,36,1,0,0,10646,190
50000,0,30,2,0,0,0,0
90000,0,29,2,0,0,55985,3000
240000,0,34,2,1,2,10416,27162
180000,1,32,1,0,2,18732,2000
200000,0,32,1,0,-1,10594,10190
50000,0,25,2,1,0,20100,1000
50000,0,44,1,0,-1,1261,1261
330000,0,37,1,1,-1,5882,0
80000,1,24,2,0,2,600,0
50000,0,23,2,0,-2,3527,0
360000,0,29,2,1,0,646,0
240000,0,37,1,0,0,191678,6000
50000,0,59,1,0,0,19539,687
470000,0,33,2,0,0,113437,51305
160000,0,51,1,0,2,1000,23250
30000,1,27,1,1,0,0,0
80000,0,32,1,0,0,77511,3100
500000,0,42,2,0,-1,101945,0
180000,0,39,2,0,-1,2628,0
110000,0,46,1,0,-1,107591,3500
160000,0,41,1,1,-1,17499,0
210000,0,30,2,0,0,109722,4000
200000,1,34,1,1,0,181,300
350000,0,35,2,1,-1,10833,26346
250000,1,41,2,1,-1,23020,3117
380000,1,43,2,1,2,-2,0
30000,0,47,2,0,-1,396,0
200000,0,31,2,0,0,29082,4000
30000,0,30,2,0,0,24536,1000
50000,0,24,2,0,0,6479,3008
500000,0,36,1,1,0,274632,10002
30000,0,28,2,1,-2,0,0
220000,0,36,1,1,-1,990,1039
20000,0,27,1,0,0,48497,2011
180000,0,32,1,0,0,2708,2000
300000,1,42,1,1,0,19453,2709
130000,0,33,1,0,0,101083,4000
180000,1,39,1,0,2,13621,2000
150000,0,30,3,1,-2,1373,2050
140000,1,30,1,0,0,70702,2700
50000,0,22,2,0,0,18031,1000
20000,1,25,2,0,2,5887,0
180000,0,28,2,1,-1,1056,1998
180000,1,26,2,0,0,6794,62
150000,0,54,1,0,0,151194,5215
70000,0,24,2,1,0,59482,1952
30000,0,29,2,0,7,31332,0
500000,1,36,2,1,-2,21462,17397
60000,0,49,1,0,0,40612,2500
50000,0,23,2,1,-2,18777,2512
130000,1,43,2,0,-1,4985,9546
260000,0,33,1,0,-2,40157,2000
380000,0,53,1,0,-2,0,0
360000,0,25,2,0,2,297916,126685
50000,0,54,1,0,2,54054,4000
50000,0,39,1,0,0,30510,9100
260000,1,44,1,1,2,98,1104
80000,0,27,2,0,0,62394,2600
360000,1,25,2,1,0,0,0
290000,1,29,2,1,-2,0,0
200000,0,39,2,1,-2,60800,0
140000,0,45,1,1,0,45433,1495
360000,1,38,1,1,-2,0,0
50000,1,23,2,0,-1,390,18300
120000,0,25,2,0,2,86434,2000
100000,0,29,1,0,0,95748,0
200000,0,28,1,0,0,103541,1504
90000,0,40,1,0,-1,1332,0
360000,1,36,2,1,-2,0,0
150000,1,30,2,0,-2,0,0
140000,0,29,2,1,-1,495,2265
200000,0,36,2,0,-1,0,0
170000,0,37,1,0,0,133199,5000
30000,0,34,2,0,0,22779,512
80000,0,27,2,1,0,0,0
280000,0,31,2,1,0,133536,5000
410000,0,31,1,1,-1,-1591,6384
450000,0,38,2,1,0,22809,6728
80000,0,36,2,0,0,33838,1500
360000,0,46,1,1,0,-8,0
130000,0,36,1,1,0,90556,4000
160000,1,26,2,1,0,0,0
140000,1,57,2,0,0,90623,3424
240000,0,40,1,0,-2,1075,0
180000,0,45,0,0,-1,0,0
70000,0,57,3,1,0,65942,1451
150000,0,25,2,0,0,95375,2880
210000,0,37,1,0,-2,60767,0
200000,0,35,1,1,0,18239,679
310000,0,33,2,0,-2,3199,1434
180000,0,38,1,1,0,147314,1300
300000,0,31,2,0,0,2166,773
450000,0,41,2,1,-1,27745,1900
200000,0,33,2,1,-1,90687,6266
30000,1,67,1,0,2,30124,2302
400000,0,40,1,1,-1,8488,8595
170000,0,33,2,1,-1,1500,2100
140000,1,31,2,1,2,476,326
200000,0,35,2,0,0,70485,3000
60000,0,39,3,0,-2,0,0
60000,1,27,2,0,2,50734,2000
150000,0,23,2,1,0,78038,3000
180000,1,54,1,0,0,98182,2402
50000,0,23,2,0,0,17318,2800
50000,0,24,2,0,-1,18495,1000
20000,0,26,2,0,-1,0,0
230000,1,52,2,0,-1,593,3759
110000,0,42,1,0,0,49460,1756
90000,0,36,2,1,0,68509,2646
20000,1,22,2,1,2,20437,2658
30000,0,23,2,1,0,17155,1000
220000,1,30,1,0,0,181385,4222
140000,1,24,2,0,2,46371,2000
300000,0,42,1,1,-2,610,2394
100000,0,49,1,0,0,18842,12
110000,0,31,2,0,2,129,0
270000,0,33,2,0,-1,116843,5026
30000,0,42,1,1,0,29525,0
70000,0,41,2,0,0,50311,2500
230000,0,53,1,0,2,0,0
20000,0,23,2,0,0,20445,2735
190000,0,33,2,1,2,49894,1500
20000,0,29,1,0,0,15869,1000
80000,0,67,1,0,0,10662,11662
20000,1,33,1,0,0,1017,6380
60000,1,34,1,0,0,12703,1400
50000,0,49,1,0,0,4252,3000
280000,1,56,1,0,0,213384,8083
300000,0,42,1,1,0,50332,110247
30000,1,55,1,0,0,30155,0
270000,0,25,1,0,0,147915,4000
100000,0,30,2,0,0,48125,1527
240000,1,43,2,0,-1,291,291
200000,0,40,2,1,-1,10526,573
110000,0,35,2,1,0,37028,2000
230000,0,61,1,1,-1,2783,4527
150000,1,44,1,0,-1,14441,66950
350000,0,33,2,1,-1,20461,27168
360000,0,66,1,0,-1,48580,171944
150000,0,40,2,0,-1,-3,2379
100000,0,47,2,0,0,4681,2748
500000,0,27,2,1,0,187726,5029
500000,0,35,2,1,0,27425,17500
180000,0,47,1,0,-1,316,316
400000,0,39,1,0,-1,2371,1040
100000,0,29,2,0,0,8322,5000
10000,0,32,1,0,2,10052,0
60000,0,30,2,1,2,37893,1700
50000,1,25,2,1,2,50840,1600
80000,0,23,2,0,0,49061,1217
110000,0,43,1,0,0,105502,4200
410000,1,41,1,0,0,369358,19000
260000,0,40,1,0,-1,0,0
30000,0,35,1,0,0,25325,1500
310000,0,28,2,1,0,85,11100
70000,0,38,2,0,0,25634,970
250000,0,31,2,1,0,168110,5837
210000,0,29,1,0,2,195990,7200
360000,1,41,1,0,-2,0,0
50000,0,31,2,0,2,19143,1000
670000,0,29,2,1,0,232795,8000
130000,0,26,2,1,-1,12805,390
170000,0,42,1,1,-2,0,7797
30000,0,29,2,0,-1,0,0
110000,0,50,1,1,0,42913,2000
210000,1,46,2,0,2,2310,4000
30000,1,24,2,0,0,27151,1500
260000,0,46,1,0,0,21490,8000
150000,0,28,2,0,-1,3486,1200
20000,1,35,1,0,2,19289,701
380000,0,40,1,1,-1,0,0
200000,0,41,1,1,-2,0,0
120000,0,47,1,0,-1,502,325
80000,1,54,1,0,0,29898,1000
30000,0,33,2,0,2,13043,650
110000,0,29,2,0,2,85897,2600
50000,0,44,1,0,-1,1865,1833
90000,0,24,1,0,0,74431,4007
110000,0,33,2,1,0,26567,4000
50000,0,54,1,0,0,42857,0
60000,0,27,2,1,-2,9567,0
150000,1,37,2,0,0,33963,1284
20000,0,24,2,1,2,0,0
140000,1,54,1,0,-2,-150,0
120000,0,34,1,0,-1,8495,528
200000,1,40,2,0,0,161965,6000
20000,1,30,2,0,2,19690,0
50000,0,26,2,0,0,49780,0
200000,0,41,1,0,0,8150,888
100000,0,29,2,0,-1,92485,5000
300000,0,38,1,1,-1,0,0
500000,0,35,2,1,-1,13892,66710
360000,0,52,1,0,-1,3586,600
160000,0,29,2,1,-2,0,0
50000,1,23,2,0,0,52738,1885
230000,1,34,1,0,0,153427,4432
200000,0,34,2,0,-1,1775,0
270000,0,44,1,1,3,283545,0
50000,0,36,1,0,2,35126,1000
20000,0,28,2,0,2,18158,0
60000,0,31,2,0,0,29526,2134
50000,0,31,2,0,-1,390,324
50000,0,41,1,0,0,19153,900
130000,0,44,1,0,0,96939,2300
230000,0,47,2,0,0,96616,4000
20000,0,25,2,0,0,3244,66
30000,0,25,2,1,0,21435,323
200000,0,39,1,1,0,5253,10901
140000,0,24,1,0,-1,2243,4441
100000,1,35,1,0,0,96661,4000
240000,1,32,1,0,2,138523,5000
70000,1,31,2,1,2,2400,0
360000,0,33,2,1,2,35039,5169
140000,0,30,2,1,2,144386,4341
50000,0,52,1,0,2,780,0
210000,0,36,1,0,-1,396,396
280000,0,30,2,1,2,133490,5117
180000,1,42,2,0,2,54123,2200
150000,0,30,2,1,0,249,5565
20000,0,47,1,0,2,19279,0
350000,0,29,1,0,-1,5767,4863
130000,0,23,2,1,-1,7120,9589
470000,0,39,1,0,-2,0,789
340000,0,48,1,0,-1,2895,1090
80000,0,26,2,0,2,77504,3000
70000,0,33,2,1,0,0,0
230000,0,44,1,0,-2,1674,2749
180000,0,36,1,0,0,36565,1000
210000,0,39,1,0,0,15530,22171
20000,0,24,2,0,-1,780,0
140000,0,25,2,0,0,89437,3000
200000,0,52,2,1,0,100541,3296
50000,0,59,1,0,0,11543,5000
80000,0,23,2,1,-1,4318,254
30000,0,48,2,0,0,9112,2000
140000,1,28,2,1,0,15189,1500
80000,0,62,1,0,-1,5112,20289
220000,0,38,1,0,-1,28800,16599
180000,0,32,2,1,-1,666,666
140000,1,29,1,0,0,12643,10009
180000,1,25,2,0,2,12608,500
50000,0,35,2,0,0,17581,900
170000,0,27,2,0,0,68927,2918
50000,0,38,2,0,0,9368,354
50000,0,24,2,0,0,17931,1000
300000,0,29,1,0,-1,-200,0
390000,0,27,2,1,0,300709,12000
90000,1,55,1,0,2,33049,2000
200000,0,29,2,1,0,192829,10000
460000,0,29,2,1,0,324749,11113
10000,0,23,2,0,0,0,0
20000,1,30,1,0,-1,1261,540
50000,0,50,1,0,-1,0,5862
480000,0,38,1,0,0,37906,705
180000,0,24,2,1,0,169222,7000
240000,0,29,2,1,0,0,85
250000,0,38,2,1,-2,1120,7718
270000,1,34,2,0,-1,5885,0
200000,0,37,1,1,0,17762,84430
100000,0,66,1,0,0,97143,3705
160000,0,39,1,1,-2,336,1141
80000,0,45,1,0,0,30595,1000
130000,0,44,1,0,2,8769,780
340000,1,44,2,0,0,147868,6047
360000,0,36,1,1,-1,0,0
120000,0,40,1,0,0,40643,96583
120000,0,29,2,1,0,31110,1200
300000,0,48,2,1,0,202148,5500
60000,0,23,2,0,2,1524,1000
210000,0,50,1,0,0,103453,3470
210000,1,29,1,0,0,44784,1807
70000,1,49,1,0,2,24930,1100
200000,0,33,1,0,0,9443,5015
230000,1,51,1,0,0,59318,2225
20000,1,23,1,0,-1,20388,155
210000,0,37,1,1,0,172013,48061
160000,0,26,2,0,-1,390,390
290000,1,30,1,1,-1,1488,35267
80000,0,26,1,0,0,38586,1410
360000,0,43,2,1,-1,0,0
230000,0,32,2,1,0,88091,2000
360000,0,54,1,0,-2,69000,0
340000,0,30,1,1,0,223907,6626
50000,0,22,2,1,0,11050,380
80000,0,38,2,0,0,34528,1275
50000,0,24,2,0,0,17363,657
30000,0,24,2,1,-1,5660,7153
210000,0,26,2,1,-1,0,15513
150000,1,42,1,0,-1,3935,3935
20000,0,21,2,0,0,0,0
20000,1,22,2,0,0,0,0
240000,0,41,1,0,-1,1972,1211
500000,0,50,1,0,-1,19140,20211
90000,1,23,1,0,0,23769,0
50000,0,46,2,0,0,16015,1000
50000,1,22,2,0,0,29527,1305
680000,0,37,2,1,0,13810,5800
50000,0,47,1,1,0,49947,0
100000,0,40,1,0,-1,326,652
280000,0,30,2,1,0,262895,10000
30000,1,54,2,0,0,25620,780
50000,1,27,2,0,2,1975,0
60000,0,33,1,1,-1,7565,7565
120000,1,57,1,0,0,91124,4000
80000,0,35,1,0,-1,396,396
500000,0,45,1,1,-1,0,790
70000,0,32,1,0,2,10914,1000
160000,0,45,1,0,-2,0,0
100000,1,50,1,0,2,66735,3000
10000,0,35,2,0,0,9414,2000
90000,0,26,2,1,-1,9894,4100
170000,1,39,1,1,2,88018,3100
90000,0,35,2,0,-1,0,0
180000,0,42,2,0,0,90418,33600
350000,1,52,1,1,2,2400,0
270000,0,35,2,0,0,10224,1000
200000,1,29,2,1,0,0,0
20000,0,22,2,1,0,13764,0
100000,0,30,2,0,0,51010,2000
290000,0,46,1,1,0,88621,105423
70000,0,28,2,0,2,68060,2659
230000,0,26,2,1,-2,566,0
180000,0,28,2,1,-1,12338,18396
210000,0,33,2,1,-1,441,291
50000,0,24,2,1,2,18900,1004
150000,0,37,2,1,0,51698,2000
380000,1,50,1,0,0,35270,12000
50000,0,44,1,0,0,26823,1000
150000,1,43,1,0,-1,316,0
220000,0,29,2,0,0,115903,5503
80000,0,27,2,0,0,49478,1300
220000,0,32,1,0,0,213015,8500
70000,0,34,2,0,2,28361,0
120000,1,37,2,0,2,19608,1600
180000,0,32,2,0,0,29052,1000
50000,0,57,1,0,0,48449,1800
10000,0,46,3,0,2,8984,2000
370000,0,53,1,1,-1,30131,0
20000,0,26,2,1,0,390,780
150000,0,34,1,0,0,144786,4112
20000,1,26,2,1,-1,416,0
480000,0,54,1,0,-2,0,2300
50000,0,26,2,0,0,30098,3000
170000,0,31,2,0,0,27801,0
400000,0,30,2,0,-2,3956,0
200000,0,31,2,1,0,49723,11028
360000,0,34,2,1,-2,0,59
140000,0,36,2,0,0,102587,3500
260000,0,34,1,0,-2,-103,2503
440000,0,26,2,0,0,51812,3004
500000,0,43,1,0,0,15665,50274
230000,0,29,1,0,0,28279,3000
470000,0,41,1,0,-2,13711,45684
20000,1,48,1,0,2,10400,0
210000,0,24,2,0,0,94524,3229
20000,0,23,2,1,0,19533,600
20000,0,53,1,0,0,15143,1000
200000,0,34,1,0,-1,9815,1049
250000,1,36,2,0,-1,6906,3876
300000,0,41,2,0,0,6297,19480
320000,0,30,2,1,0,83530,5033
50000,0,29,2,0,2,39744,1600
200000,0,34,1,0,-2,3015,6282
80000,1,29,2,1,0,20343,933
70000,1,37,1,0,2,7086,0
60000,0,36,2,0,2,34195,2000
10000,1,22,2,0,0,9135,1000
50000,0,30,2,0,0,25842,2000
140000,1,26,2,0,0,118171,9500
30000,0,25,2,0,0,9780,600
190000,0,49,1,0,-1,161110,4138
70000,0,23,2,1,-1,1610,10909
330000,0,28,1,0,-1,320,0
110000,0,24,2,0,0,9717,151
270000,0,47,1,0,0,179582,0
160000,1,31,1,0,2,31690,1500
20000,0,24,2,0,2,13180,0
320000,0,32,2,0,0,26800,2000
430000,0,31,2,1,0,8342,2820
50000,0,37,1,1,0,6461,1000
140000,1,48,1,0,-1,0,2770
500000,0,49,1,0,-2,9335,43664
80000,0,45,1,0,0,28345,865
390000,0,34,1,1,-2,0,0
250000,0,43,1,1,-1,11481,6000
390000,0,31,2,1,-2,48090,17271
100000,0,35,1,1,0,62743,3000
360000,0,42,1,1,0,194373,17000
140000,0,36,2,1,-1,10898,4507
110000,0,51,1,0,0,50542,2000
170000,0,48,1,0,-1,466,0
170000,0,48,1,0,0,122657,4000
180000,0,25,2,0,0,8109,0
140000,0,41,1,0,0,111382,4500
20000,0,49,1,0,0,19306,601
150000,0,28,2,1,-2,0,0
50000,0,28,2,0,0,20000,0
160000,1,38,1,0,-2,0,0
80000,0,41,1,0,-2,2115,0
300000,1,29,2,0,-2,209,0
60000,0,32,2,0,0,28275,1044
70000,1,26,2,0,2,47298,3700
290000,0,31,2,1,-1,66675,3000
80000,0,23,2,1,0,0,0
50000,1,53,1,0,-2,0,0
200000,0,49,2,0,-1,38109,3919
200000,0,34,1,1,-2,2522,7764
50000,1,22,2,1,-1,3085,3721
20000,0,26,2,0,-1,8562,9
200000,1,38,1,1,-1,5045,3021
120000,0,35,2,1,2,80865,6382
220000,0,49,1,0,0,160806,6100
630000,0,40,2,1,0,334558,13016
300000,0,34,2,1,-1,3425,7595
10000,1,49,2,0,2,2782,0
50000,0,29,2,0,-2,0,0
280000,1,39,1,1,0,775,1029
130000,0,30,2,1,0,6991,0
30000,0,28,1,0,0,14021,0
50000,0,27,1,0,0,4012,10620
70000,0,38,1,0,0,18330,1000
80000,0,29,2,0,0,45915,2500
20000,1,22,1,0,2,11798,0
390000,0,41,1,1,0,199727,5603
470000,0,32,2,0,0,60507,3000
240000,0,30,2,0,-1,0,178
140000,0,29,2,1,-1,0,0
260000,1,37,1,0,2,119124,27
150000,0,25,2,1,-2,4295,1895
120000,0,46,1,1,0,19091,0
20000,0,47,1,0,0,20499,0
260000,0,42,2,0,-1,200,664
50000,1,22,2,0,0,7143,1000
180000,0,27,2,0,2,126154,3100
310000,0,35,1,0,-2,0,0
360000,0,44,1,0,-1,6515,12785
180000,0,30,2,0,0,22902,5493
270000,0,42,1,1,2,650,0
70000,0,28,2,1,0,28575,4000
50000,0,24,2,0,-1,8602,383
30000,0,50,2,0,-2,7092,0
50000,0,54,1,0,0,1817,2270
350000,0,37,1,0,-1,1654,325
200000,0,58,1,1,0,126921,4698
80000,0,26,2,0,2,74397,8
60000,0,31,1,0,0,55213,2200
30000,0,52,1,1,0,19100,0
110000,0,36,2,1,0,42138,1700
300000,0,27,2,1,-1,82475,92250
50000,0,22,1,0,0,83,600
500000,0,39,2,1,-1,5453,7570
360000,0,36,2,1,-1,16209,5000
20000,0,39,1,0,2,580,0
220000,0,39,1,1,0,118310,5000
20000,0,22,2,0,0,16677,700
60000,1,37,1,0,4,30505,2300
170000,0,30,2,1,0,2160,5069
200000,0,26,1,0,0,34876,1500
20000,0,23,2,1,0,15127,2000
140000,0,23,2,0,-2,39508,2031
330000,0,35,2,1,-2,29221,0
180000,1,24,2,0,2,98404,0
360000,0,35,1,0,0,2599,1123
20000,0,51,1,0,0,17546,664
50000,0,23,2,1,0,10060,100
100000,0,25,1,0,0,28639,3000
30000,0,36,1,0,2,28932,0
70000,1,44,1,0,0,11038,1000
470000,0,33,2,1,-1,0,208896
300000,0,36,1,1,-1,-27,0
300000,1,45,1,1,-1,14020,0
200000,0,26,2,1,-2,1060,1108
150000,0,41,1,0,0,83685,3005
220000,1,25,2,0,0,125736,4473
420000,0,31,2,1,-2,1208,296
210000,0,45,2,0,-2,416,416
450000,0,58,1,0,-1,819,2488
30000,0,38,1,0,-1,175,2000
240000,0,30,1,0,-1,1280,1319
420000,0,25,2,0,0,111357,3600
60000,0,25,2,1,0,39615,1500
30000,0,24,2,0,-1,1485,0
80000,0,29,2,1,-2,1521,0
50000,0,37,2,0,0,49196,2113
230000,0,27,2,0,-2,10000,10000
200000,0,31,2,1,0,76187,3800
230000,0,28,2,0,0,41352,8000
130000,0,24,2,0,0,48898,2672
200000,0,27,2,0,-2,0,0
90000,0,33,2,1,0,18559,857
120000,0,27,2,1,-1,10158,3000
200000,0,42,2,1,-2,1325,506
20000,0,32,2,0,3,18925,633
210000,1,37,1,1,2,81462,4300
80000,0,44,2,0,0,50340,9600
50000,0,29,1,1,0,9598,1500
70000,1,42,1,0,2,54653,2100
230000,1,32,2,0,2,174794,0
20000,0,52,2,0,0,19940,0
30000,0,44,2,0,0,1339,0
100000,1,31,2,1,2,36942,1511
80000,1,29,2,1,0,78284,3000
210000,0,33,2,0,0,202410,9051
50000,0,54,2,0,2,27910,1500
130000,0,23,2,0,0,71762,2800
70000,0,24,2,1,0,55409,2300
210000,0,33,1,1,0,11217,1500
100000,1,44,1,0,-1,390,390
200000,0,51,0,0,-1,1036,6398
40000,1,24,2,1,2,33011,0
80000,0,25,2,0,3,74801,5300
210000,1,37,1,1,-1,129,0
20000,0,23,2,0,-1,17694,0
10000,0,34,2,0,0,9960,300
60000,1,50,1,0,0,17636,3600
40000,0,25,1,0,0,13811,700
290000,1,33,2,1,-1,1773,0
50000,0,54,1,0,-2,0,0
20000,0,25,2,0,0,15292,0
30000,0,26,2,0,0,31728,1003
20000,0,32,1,0,0,20411,545
50000,0,43,3,0,0,21788,900
500000,1,42,1,0,-1,8924,532
90000,1,24,2,0,-1,0,0
10000,0,26,2,0,0,8790,180
50000,1,37,1,0,2,1050,0
120000,0,36,2,1,0,31136,1500
200000,0,27,2,1,0,146719,5300
300000,0,50,1,0,-1,104016,5000
90000,0,24,2,0,0,31905,2000
90000,0,27,1,0,0,54029,620
140000,1,23,2,1,-2,0,0
180000,0,39,1,0,-1,148,1495
360000,0,39,1,1,-1,0,2456
160000,1,29,2,0,-2,0,0
100000,0,45,1,1,0,21794,0
20000,1,21,2,0,0,0,0
360000,0,36,1,1,0,138969,3000
230000,0,39,2,0,-1,326,326
110000,1,29,2,0,0,108952,4404
210000,0,37,2,0,0,155342,5376
200000,0,26,2,0,-1,12613,1713
50000,0,44,2,0,0,8893,335
210000,1,30,2,1,-2,49525,0
280000,0,31,2,1,-2,6624,2244
500000,0,40,1,0,0,166251,6205
30000,0,25,2,1,0,0,0
340000,0,36,1,0,0,113919,4127
360000,0,32,2,1,-1,2265,2974
70000,0,22,2,1,0,26522,1000
20000,1,44,3,0,2,2400,0
